gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,schoolStatsLink,name,BLAS,pts
5238,mastery charter hs,charter,12-Jul,563,3,4,Philadelphia,PA,688,Mastery Charter High School,4200084,"35 South 4th St, Philadelphia, PA  19106",(215) 922-1902,,,4.20008E+11,39.9496,-75.1472,https://www.greatschools.org/pennsylvania/philadelphia/5238-Mastery-Charter-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5238&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5238&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5238,frederick douglass mastery charter school,50.38,0
6490,mastery cs - thomas campus,charter,K-12,1352,4,4,Philadelphia,PA,819,Mastery Cs-Thomas Campus,4200144,"927 Johnston St, Philadelphia, PA  19148",(267) 236-0036,,,4.20014E+11,39.9147,-75.1636,https://www.greatschools.org/pennsylvania/philadelphia/6490-Mastery-Cs---Thomas-Campus/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6490&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6490&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6490,mastery cs -thomas campus,57.39,0
6491,mastery cs -shoemaker campus,charter,12-Jul,735,4,4,Philadelphia,PA,820,Mastery Cs-Shoemaker Campus,4200145,"5301 Media St, Philadelphia, PA  19131",(267) 296-7111,,http://www.masterycharter.org,4.20015E+11,39.9761,-75.2286,https://www.greatschools.org/pennsylvania/philadelphia/6491-Mastery-Cs--Shoemaker-Campus/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6491&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6491&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6491,mastery cs - shoemaker campus,60.43,0
11413,mastery cs-gratz campus,charter,12-Jul,1432,1,NA,Philadelphia,PA,959,Mastery Cs-Gratz Campus,4200851,"1798 West Hunting Park Ave, Philadelphia, PA  19140",(215) 227-4408,,,4.20085E+11,40.01476,-75.1555,https://www.greatschools.org/pennsylvania/philadelphia/11413-Mastery-Cs-Gratz-Campus/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11413&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11413&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11413,mastery cs-gratz campus,53.76,0
7144,mastery cs-pickett campus,charter,12-Jun,844,3,4,Philadelphia,PA,822,Mastery Cs-Pickett Campus,4200761,"5700 Wayne Ave, Philadelphia, PA  19144",(215) 866-9000,,,4.20076E+11,40.0319,-75.1809,https://www.greatschools.org/pennsylvania/philadelphia/7144-Mastery-Cs-Pickett-Campus/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=7144&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=7144&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/7144,mastery cs-pickett campus,57,0
5137,math civics and sciences cs,charter,12-Jan,999,3,3,Philadelphia,PA,660,Math Civics And Sciences Cs,4200056,"447 North Broad St, Philadelphia, PA  19123",(215) 923-4880,,,4.20006E+11,39.9612,-75.1612,https://www.greatschools.org/pennsylvania/philadelphia/5137-Math-Civics-And-Sciences-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5137&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5137&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5137,math civics and sciences cs,54.95,0
6408,motivation hs,public,12-Sep,292,4,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"5900 Baltimore Ave, Philadelphia, PA  19143",(215) 492-6451,,http://webgui.phila.k12.pa.us/schools/m/motivation,4.21899E+11,39.9445,-75.2418,https://www.greatschools.org/pennsylvania/philadelphia/6408-Motivation-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6408&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6408&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6408,motivation hs,44.94,0
40,multi-cultural academy cs,charter,12-Sep,267,4,4,Philadelphia,PA,39,Multi-Cultural Academy Cs,4200040,"3821 North Broad St, Philadelphia, PA  19140",(215) 227-0513,,,4.20004E+11,40.0114,-75.1502,https://www.greatschools.org/pennsylvania/philadelphia/40-Multi-Cultural-Academy-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=40&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=40&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/40,multicultural academy cs,78.26,1
5201,new foundations cs,charter,K-12,1363,7,4,Philadelphia,PA,679,New Foundations Cs,4200075,"8001 Torresdale Ave, Philadelphia, PA  19136",(215) 624-8100,,http://www.nfcsonline.org,4.20008E+11,40.0351,-75.0242,https://www.greatschools.org/pennsylvania/philadelphia/5201-New-Foundations-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5201&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5201&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5201,new foundations cs,67.16,0
6397,new media technology cs,charter,12-May,536,1,2,Philadelphia,PA,788,New Media Technology Cs,4200132,"8034 Thouron Ave, Philadelphia, PA  19150",(267) 286-6900,,,4.20013E+11,40.0726,-75.1715,https://www.greatschools.org/pennsylvania/philadelphia/6397-New-Media-Technology-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6397&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6397&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6397,,,
2105,northeast hs,public,12-Sep,3004,2,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"1601 Cottman Ave, Philadelphia, PA  19111",(215) 728-5018,,http://www.nehs.phila.k12.pa.us/,4.21899E+11,40.0559,-75.071,https://www.greatschools.org/pennsylvania/philadelphia/2105-Northeast-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2105&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2105&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2105,northeast hs,57.41,
11415,olney charter hs,charter,12-Sep,1672,1,5,Philadelphia,PA,960,Olney Charter High School,4200843,"100 West Duncannon Ave, Philadelphia, PA  19120",(215) 456-3014,,,4.20084E+11,40.0284,-75.1215,https://www.greatschools.org/pennsylvania/philadelphia/11415-Olney-Charter-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11415&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11415&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11415,olney charter hs,37.76,0
2107,overbrook hs,public,12-Sep,765,1,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"5898 Lancaster Ave, Philadelphia, PA  19131",(215) 581-5507,,https://webapps.philasd.org/school_profile/view/4020,4.21899E+11,39.9811,-75.2385,https://www.greatschools.org/pennsylvania/philadelphia/2107-Overbrook-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2107&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2107&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2107,overbrook hs,34.85,0
2156,parkway northwest,public,12-Sep,221,3,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"1100 East Mt. Pleasant Ave, Philadelphia, PA  19150",(215) 248-6220,,,4.21899E+11,40.0707,-75.1762,https://www.greatschools.org/pennsylvania/philadelphia/2156-Parkway-Northwest/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2156&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2156&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2156,parkway northwest,38.97,0
6411,parkway west,public,12-Sep,292,4,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"4725 Fairmont Ave, Philadelphia, PA  19139",(215) 471-5007,(215) 471-5403,,4.21899E+11,39.9642,-75.2155,https://www.greatschools.org/pennsylvania/philadelphia/6411-Parkway-West/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6411&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6411&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6411,parkway west,60.57,0
6040,parkway-center city,public,12-Sep,535,5,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"540 North 13th St, Philadelphia, PA  19123",(215) 299-8801,,,4.21899E+11,39.9629,-75.1595,https://www.greatschools.org/pennsylvania/philadelphia/6040-Parkway-Center-City/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6040&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6040&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6040,parkway center city hs,84.15,2
6038,paul robeson hs for human services,public,12-Sep,274,3,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"4125 Ludlow St, Philadelphia, PA  19104",(215) 823-8207,,http://webgui.phila.k12.pa.us/schools/r/robeson,4.21899E+11,39.9568,-75.2048,https://www.greatschools.org/pennsylvania/philadelphia/6038-Paul-Robeson-High-School-For-Human-Services/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6038&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6038&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6038,robeson hs for human services,57.28,0
2077,penn treaty middle school,public,12-Jun,538,1,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"600 East Thompson St, Philadelphia, PA  19125",(215) 291-4715,,,4.21899E+11,39.9728,-75.1278,https://www.greatschools.org/pennsylvania/philadelphia/2077-Penn-Treaty-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2077&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2077&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2077,penn treaty school,51.68,0
5142,philadelphia academy cs,charter,K-12,1174,6,4,Philadelphia,PA,665,Philadelphia Academy Cs,4200061,"11000 Roosevelt Blvd, Philadelphia, PA  19116",(215) 676-8320,,,4.20006E+11,40.1039,-75.0099,https://www.greatschools.org/pennsylvania/philadelphia/5142-Philadelphia-Academy-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5142&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5142&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5142,philadelphia academy cs,72.48,1
5284,philadelphia electrical & tech charter hs,charter,12-Sep,621,4,4,Philadelphia,PA,712,Philadelphia Electrical & Technical Chs,4200107,"142022 Chestnut St, Philadelphia, PA  19102",(267) 514-1824,,,4.20011E+11,39.9507,-75.1651,https://www.greatschools.org/pennsylvania/philadelphia/5284-Philadelphia-Electrical-&-Tech-Charter-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5284&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5284&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5284,philadelphia electrical & technology chs,64.26,0
11400,philadelphia learning academy - north,public,12-Jul,NA,NA,NA,Philadelphia,PA,397,Philadelphia City School District,4218990,"4224 North Front St, Philadelphia, PA  19140",(267) 336-6020,,,4.21899E+11,40.0141,-75.126,https://www.greatschools.org/pennsylvania/philadelphia/11400-Philadelphia-Learning-Academy---North/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11400&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11400&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11400,philadelphia learning academy - north,43,0
11399,philadelphia learning academy - south,public,12-Jul,NA,NA,NA,Philadelphia,PA,397,Philadelphia City School District,4218990,"4300 Westminster Ave, Philadelphia, PA  19113",(215) 952-6571,,,4.21899E+11,39.9698,-75.2103,https://www.greatschools.org/pennsylvania/philadelphia/11399-Philadelphia-Learning-Academy---South/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11399&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11399&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11399,philadelphia learning academy - south,37.5,0
6413,philadelphia military academy at elverson,public,12-Sep,305,4,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"21182160 North 13th St, Philadelphia, PA  19122",(215) 684-5091,,,4.21899E+11,39.9857,-75.1544,https://www.greatschools.org/pennsylvania/philadelphia/6413-Philadelphia-Military-Academy-At-Elverson/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6413&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6413&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6413,philadelphia military academy at elverson,55.09,0
5200,philadelphia performing arts cs,charter,K-12,2135,4,3,Philadelphia,PA,678,Philadelphia Performing Arts Cs,4200074,"2600 South Broad St, Philadelphia, PA  19145",(215) 551-4000,,,4.20007E+11,39.9179,-75.1714,https://www.greatschools.org/pennsylvania/philadelphia/5200-Philadelphia-Performing-Arts-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5200&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5200&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5200,philadelphia performing arts cs,71.15,1
36,preparatory cs of mathematics science tech and,charter,12-Sep,623,5,4,Philadelphia,PA,35,Preparatory Cs Of Mathematics Science Technical And Careers,4200036,"1928 Point Breeze Ave, Philadelphia, PA  19145",(215) 334-6144,,,4.20004E+11,39.9285,-75.1868,https://www.greatschools.org/pennsylvania/philadelphia/36-Preparatory-Cs-Of-Mathematics-Science-Tech-And/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=36&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=36&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/36,"preparatory cs of mathematics, science, tech, and careers",50.8,0
6402,randolph a. philip avt hs,public,12-Sep,536,2,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"3101 Henry Ave, Philadelphia, PA  19129",(215) 227-4407,,,4.21899E+11,40.009,-75.1792,https://www.greatschools.org/pennsylvania/philadelphia/6402-Randolph-A.-Philip-Avt-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6402&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6402&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6402,"randolph, a. philip area vocational-technical hs",56.99,0
2095,roxborough hs,public,12-Sep,562,1,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"6498 Ridge Ave, Philadelphia, PA  19128",(215) 487-4464,,http://webgui.phila.k12.pa.us/schools/r/roxborough,4.21899E+11,40.0376,-75.2228,https://www.greatschools.org/pennsylvania/philadelphia/2095-Roxborough-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2095&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2095&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2095,roxborough hs,33.14,0
11487,sankofa freedom academy charter school,charter,K-12,650,3,4,Philadelphia,PA,855,Sankofa Freedom Academy Charter School,4200816,"2501 Kensington Ave., Philadelphia, PA  19125",(215) 288-2001,(215) 288-2099,www.sfacs.us,4.20082E+11,39.987186,-75.1286,https://www.greatschools.org/pennsylvania/philadelphia/11487-Sankofa-Freedom-Academy-Charter-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11487&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11487&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11487,sankofa freedom academy charter school,55.93,0
2111,saul w b agricultural school,public,12-Sep,510,4,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"7100 Henry Ave, Philadelphia, PA  19128",(215) 487-4467,,,4.21899E+11,40.0493,-75.2215,https://www.greatschools.org/pennsylvania/philadelphia/2111-Saul-W-B-Agricultural-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2111&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2111&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2111,saul w b agricultural school,51.64,0
2078,sayre william l middle school,public,12-Sep,536,1,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"5800 Walnut St, Philadelphia, PA  19139",(215) 471-2904,,,4.21899E+11,39.9581,-75.2386,https://www.greatschools.org/pennsylvania/philadelphia/2078-Sayre-William-L-Middle-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2078&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2078&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2078,sayre william l ms,32.35,0
6493,school of the future,public,12-Sep,606,2,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"4021 Parkside Ave, Philadelphia, PA  19104",(215) 823-5502,,http://www.phila.k12.pa.us/,4.21899E+11,39.9753,-75.2035,https://www.greatschools.org/pennsylvania/philadelphia/6493-School-Of-The-Future/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6493&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6493&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6493,school of the future,37.92,0
6494,science leadership academy,public,12-Sep,495,8,5,Philadelphia,PA,397,Philadelphia City School District,4218990,"2130 Arch St, Philadelphia, PA  19103",(215) 979-5620,,,4.21899E+11,39.9558,-75.1761,https://www.greatschools.org/pennsylvania/philadelphia/6494-Science-Leadership-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=6494&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=6494&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/6494,science leadership academy,68.96,0
2109,south philadelphia hs,public,12-Sep,778,1,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"2101 South Broad St, Philadelphia, PA  19148",(215) 952-6220,,http://webgui.phila.k12.pa.us/schools/s/southphila,4.21899E+11,39.9234,-75.1682,https://www.greatschools.org/pennsylvania/philadelphia/2109-South-Philadelphia-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2109&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2109&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2109,south philadelphia hs,32.73,0
2090,strawberry mansion hs,public,12-Sep,437,1,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"3133 Ridge Ave, Philadelphia, PA  19132",(215) 684-5089,,http://webgui.phila.k12.pa.us/schools/s/strawberry,4.21899E+11,39.9902,-75.1839,https://www.greatschools.org/pennsylvania/philadelphia/2090-Strawberry-Mansion-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2090&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2090&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2090,strawberry mansion hs,39.88,0
5252,swenson arts & technology hs,public,12-Sep,615,2,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"2750 Red Lion Rd, Philadelphia, PA  19114",(215) 961-2009,,,4.21899E+11,40.0923,-75.0143,https://www.greatschools.org/pennsylvania/philadelphia/5252-Swenson-Arts-&-Technology-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5252&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5252&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5252,swenson arts and technology hs,52.35,0
11391,tacony academy charter school,charter,K-12,1051,4,4,Philadelphia,PA,830,Tacony Academy Charter School,4200821,"1300 Rhawn St, Philadelphia, PA  19111",(215) 742-5100,,,4.20082E+11,40.0689,-75.0677,https://www.greatschools.org/pennsylvania/philadelphia/11391-Tacony-Academy-Charter-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11391&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11391&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11391,tacony academy charter school,59.87,0
11797,the school district of philadelphia's virtual academy,public,12-Jun,350,2,NA,Philadelphia,PA,397,Philadelphia City School District,4218990,"440 North Broad St, Philadelphia, PA  19130",(215) 400-3110,(215) 400-3111,http://philasd.org/pva,4.21899E+11,39.961,-75.1626,https://www.greatschools.org/pennsylvania/philadelphia/11797-The-School-District-Of-Philadelphia's-Virtual-Academy/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11797&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11797&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11797,the sd of philadelphia virtual academy,34.38,0
14919,the workshop school,public,12-Sep,142,1,NA,Philadelphia,PA,397,Philadelphia City School District,4218990,"221 South Hanson St, Philadelphia, PA  19139",(215) 605-6850,,,4.21899E+11,39.9553,-75.2186,https://www.greatschools.org/pennsylvania/philadelphia/14919-The-Workshop-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=14919&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=14919&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/14919,the workshop school,42.92,0
11409,truebright science academy cs,charter,12-Jul,324,NA,3,Philadelphia,PA,836,Truebright Science Academy Cs,4200759,"407 E Roosevelt Blvd, Philadelphia, PA  19132",(215) 455-3437,(215) 455-0292,ww.truebright.org,4.20076E+11,40.02685,-75.11716,https://www.greatschools.org/pennsylvania/philadelphia/11409-Truebright-Science-Academy-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=11409&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=11409&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/11409,,,
2065,universal audenried charter school,charter,12-Sep,699,1,5,Philadelphia,PA,964,Universal Audenried Charter School,4200856,"3301 Tasker St, Philadelphia, PA  19145",(215) 952-4801,,,4.20086E+11,39.9345,-75.1994,https://www.greatschools.org/pennsylvania/philadelphia/2065-Universal-Audenried-Charter-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2065&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2065&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2065,universal audenried charter school,38.47,0
5206,walter d palmer leadership learning partnership cs,charter,PK-12,1144,NA,3,Philadelphia,PA,684,Walter D Palmer Leadership Learning Partners Cs,4200080,"910 North 6th St, Philadelphia, PA  19123",(215) 627-7434,,http://www.wdp-llpcs.org,4.20008E+11,39.9683,-75.1475,https://www.greatschools.org/pennsylvania/philadelphia/5206-Walter-D-Palmer-Leadership-Learning-Partnership-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=5206&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=5206&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/5206,,,
2144,washington george hs,public,12-Sep,1508,2,4,Philadelphia,PA,397,Philadelphia City School District,4218990,"10175 Bustleon Ave, Philadelphia, PA  19116",(215) 961-2001,,,4.21899E+11,40.1057,-75.0261,https://www.greatschools.org/pennsylvania/philadelphia/2144-Washington-George-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2144&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2144&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2144,washington george hs,48.45,0
2110,west philadelphia hs,public,12-Sep,575,2,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"4901 Chestnut St, Philadelphia, PA  19139",(215) 471-2902,,http://webgui.phila.k12.pa.us/schools/w/westphila,4.21899E+11,39.9578,-75.2194,https://www.greatschools.org/pennsylvania/philadelphia/2110-West-Philadelphia-High-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2110&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2110&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2110,west philadelphia hs,49.05,0
2006,widener memorial school,public,K-12,165,1,3,Philadelphia,PA,397,Philadelphia City School District,4218990,"1450 West Olney Ave, Philadelphia, PA  19141",(215) 456-3015,,http://webgui.phila.k12.pa.us/schools/w/widener,4.21899E+11,40.0367,-75.1472,https://www.greatschools.org/pennsylvania/philadelphia/2006-Widener-Memorial-School/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=2006&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=2006&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/2006,widener memorial school,40.13,0
15,world communications cs,charter,12-Jun,535,1,3,Philadelphia,PA,14,World Communications Cs,4200015,"51220 South Broad St, Philadelphia, PA  19146",(215) 735-3198,,,4.20002E+11,39.9439,-75.1658,https://www.greatschools.org/pennsylvania/philadelphia/15-World-Communications-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=15&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=15&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/15,world communications cs,38.49,0
16,youth build phila cs,charter,12,233,NA,5,Philadelphia,PA,15,Youth Build Phila Cs,4200016,"1231 North Broad St 5th Floor, Philadelphia, PA  19122",(215) 627-8671,,,4.20002E+11,39.9729,-75.1587,https://www.greatschools.org/pennsylvania/philadelphia/16-Youth-Build-Phila-Cs/?s_cid=gsapi,https://www.greatschools.org/school/rating.page?state=PA&id=16&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=PA&id=16&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/PA/16,,,